ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,ScoredBy,Source,Status,Studios,Title,Type
27793,30-Sep-14,5 min.,1,Music,7084,7439,PG-13 - Teens 13 or older,5.69,784,Unknown,Finished Airing,"None found, add some",It Girl,Mu
27811,Not available,25 min. per ep.,26,"Action, Demons, Historical, Martial Arts, Samurai, Supernatural",10029,10825,PG - Children,6.91,43,Unknown,Finished Airing,"None found, add some",Shaolin Wuzang (Chinese Kids),TV
27815,"Oct 26, 2014 to Oct 4, 2015",24 min. per ep.,48,"Action, Game, Shounen",4031,3920,PG-13 - Teens 13 or older,6.86,2240,Original,Finished Airing,TMS Entertainment,Cardfight!! Vanguard G,TV
27821,5-Oct-14,51 min.,1,"Action, Fantasy, Magic, Shounen, Supernatural",516,235,R - 17+ (violence & profanity),8.29,80108,Visual novel,Finished Airing,ufotable,Fate/stay night: Unlimited Blade Works - Prologue,Special
27825,31-Jul-14,1 hr. 27 min.,1,"Action, Adventure, Magic, Fantasy",5679,2394,PG-13 - Teens 13 or older,7.28,982,Game,Finished Airing,"None found, add some",Dragon Nest: Warriors&#039; Dawn,Movie
27829,"Oct 3, 2015 to Mar 26, 2016",23 min. per ep.,24,"Action, Mecha, Military, Sci-Fi",867,1955,PG-13 - Teens 13 or older,7.4,29654,Light novel,Finished Airing,"J.C.Staff,       SANZIGEN",Heavy Object,TV
27831,"Jul 4, 2015 to Sep 26, 2015",24 min. per ep.,12,"Action, Mystery, Supernatural",380,412,R - 17+ (violence & profanity),8.11,78865,Light novel,Finished Airing,Shuka,Durarara!!x2 Ten (Durarara!! x2 Ten),TV
27833,"Jan 9, 2016 to Mar 26, 2016",24 min. per ep.,12,"Action, Mystery, Supernatural",444,299,R - 17+ (violence & profanity),8.21,62256,Light novel,Finished Airing,Shuka,Durarara!!x2 Ketsu (Durarara!! x2 Ketsu),TV
27837,23-Sep-88,34 min.,1,Sports,11071,9756,PG-13 - Teens 13 or older,5.71,21,Unknown,Finished Airing,Shin-Ei Animation,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,OVA
27839,1991,28 min.,1,"Kids, Historical, Drama",12070,11206,G - All Ages,8.5,4,Unknown,Finished Airing,"None found, add some",Ticonderonga no Iru Umi,OVA
27841,11-Sep-98,20 min. per ep.,2,Kids,12214,9719,G - All Ages,5.5,4,Unknown,Finished Airing,Toei Animation,Karasu no Panya-san/Dorobou Gakkou,OVA
27843,"Apr 24, 1992 to Oct 23, 1992",33 min. per ep.,3,Kids,12311,10310,G - All Ages,6,5,Unknown,Finished Airing,"None found, add some",Nemurenu Yoru no Chiisana Ohanashi,OVA
27845,"Mar 13, 1998 to Mar 21, 1998",20 min. per ep.,2,Kids,12381,9615,G - All Ages,6.4,5,Unknown,Finished Airing,Toei Animation,Juupiki no Kaeru,OVA
27847,10-Jul-98,45 min.,1,"Fantasy, Kids, Supernatural",12449,9955,G - All Ages,5.4,5,Unknown,Finished Airing,Toei Animation,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,OVA
27849,"Jul 21, 1997 to Jan 21, 2000",20 min. per ep.,4,Kids,12510,10317,G - All Ages,5.5,4,Unknown,Finished Airing,Toei Animation,Nezumi-kun no Chokki,OVA
27851,8-Dec-95,46 min.,1,"Kids, School",12272,11355,G - All Ages,5.25,4,Unknown,Finished Airing,Toei Animation,Ushiro no Seki no Ochiai-kun,OVA
27853,2002,51 min.,1,"Kids, School",12498,9513,G - All Ages,5,4,Unknown,Finished Airing,Toei Animation,Ichinen Ikkumi,OVA
27855,8-Dec-06,40 min.,1,Kids,12160,8863,G - All Ages,6.14,7,Unknown,Finished Airing,Toei Animation,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,OVA
27857,"Oct 5, 2014 to Jan 6, 2015",2 min. per ep.,14,Comedy,3300,4217,PG-13 - Teens 13 or older,6.79,4591,Unknown,Finished Airing,Studio PuYUKAI,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,ONA
27879,"Dec 19, 2014 to Mar 27, 2015",21 min. per ep.,2,Hentai,5860,/A,Rx - Hentai,6.41,752,Manga,Finished Airing,"None found, add some",Eromame,OVA
27881,"Dec 12, 2014 to Feb 13, 2015",20 min. per ep.,2,Hentai,5591,/A,Rx - Hentai,6.28,845,Manga,Finished Airing,"None found, add some",Ana no Oku no Ii Tokoro,OVA
27887,"Oct 24, 2014 to Mar 27, 2015",15 min. per ep.,2,"Slice of Life, Comedy",4987,3877,PG-13 - Teens 13 or older,6.88,1585,Manga,Finished Airing,8bit,Yama no Susume: Second Season Specials,Special
27891,11-Oct-14,24 min.,1,"Action, Adventure, Fantasy, Game",1392,5056,PG-13 - Teens 13 or older,6.59,25704,Light novel,Finished Airing,A-1 Pictures,Sword Art Online II: Debriefing,Special
27899,"Jan 9, 2015 to Mar 27, 2015",24 min. per ep.,12,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",47,1579,R - 17+ (violence & profanity),7.5,333773,Manga,Finished Airing,Studio Pierrot,Tokyo Ghoul \xe2\x88\x9aA,TV
27907,"Mar 26, 2014 to Jun 20, 2014",4 min. per ep.,3,"Comedy, Mecha",6020,5268,G - All Ages,6.53,850,Original,Finished Airing,Sunrise,Gundam Build Fighters Specials,Special
27909,28-Nov-14,25 min.,1,Hentai,6370,/A,Rx - Hentai,6.35,706,Manga,Finished Airing,"None found, add some",Otome Hime,OVA
27911,"Feb 13, 2015 to Jun 26, 2015",5 min. per ep.,20,"Comedy, Seinen",2098,4503,PG-13 - Teens 13 or older,6.72,9913,Manga,Finished Airing,Shin-Ei Animation,Anime de Wakaru Shinryounaika (Comical Psychosomatic Medicine),ONA
27915,2-Apr-80,1 hr. 54 min.,1,"Sports, Shounen",11096,8825,PG - Children,6.45,11,Unknown,Finished Airing,Eiken,Captain,Special
27921,2001,18 min.,1,"Kids, Drama",12242,9209,G - All Ages,6.83,6,Unknown,Finished Airing,Toei Animation,Genkichi Jiisan to Kogitsune,OVA
27927,"Apr 10, 2015 to Jun 26, 2015",3 min. per ep.,12,"Slice of Life, Comedy, School",3296,7770,PG - Children,5.45,3622,Original,Finished Airing,A-Real,Urawa no Usagi-chan,TV
27939,1-Jan-03,3 min.,1,"Action, Martial Arts, Samurai, Seinen",4863,4196,R+ - Mild Nudity,6.79,1693,Original,Finished Airing,Madhouse,Afro Samurai Pilot,Special
27943,"Oct 10, 2014 to Oct 4, 2015",25 min. per ep.,52,"Action, Adventure, Shounen, Super Power",8286,10271,PG - Children,7.13,15,Original,Finished Airing,"None found, add some",Nano Invaders,TV
27945,"Dec 24, 2014 to May 27, 2015",3 min. per ep.,11,"Comedy, Supernatural, Romance, Shounen",3792,2220,PG-13 - Teens 13 or older,7.33,1205,4-koma manga,Finished Airing,TMS Entertainment,Gugure! Kokkuri-san Specials,Special
27947,"Oct 2, 2015 to Mar 18, 2016",25 min. per ep.,24,"Action, Adventure, Comedy, Shounen",2267,574,PG-13 - Teens 13 or older,7.97,5083,Original,Finished Airing,"TMS Entertainment,       Telecom Animation Film",Lupin III (2015) (Lupin the Third),TV
27949,1-Oct-13,9 min.,1,"Fantasy, Magic",9664,7764,G - All Ages,5.45,61,Unknown,Finished Airing,"None found, add some",Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,ONA
27951,23-Oct-14,13 min.,1,"Fantasy, Magic",10058,10089,G - All Ages,4.7,44,Unknown,Finished Airing,"None found, add some",Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,ONA
27957,"Oct 15, 2014 to Nov 12, 2014",3 min. per ep.,4,Comedy,1492,1828,PG-13 - Teens 13 or older,7.44,22723,Visual novel,Finished Airing,White Fox,Steins;Gate: Soumei Eichi no Cognitive Computing,ONA
27961,1988,1 hr.,1,"Historical, Kids",12573,10787,G - All Ages,6.33,3,Unknown,Finished Airing,"None found, add some",Science Anime: Choudendou Monogatari,Special
