ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,Source,Status,Studios,Title,Type
10447,"Jan 9, 2012 to Jun 25, 2012",24 min. per ep.,26,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",983,2317,PG-13 - Teens 13 or older,7.3,Original,Finished Airing,"Satelight,       8bit",Aquarion Evol,TV
10448,"Mar 6, 2011",10 min.,1,Drama,2810,2159,G - All Ages,7.35,Original,Finished Airing,"None found, add some",Rain Town,ONA
10456,"Oct 2, 2011 to Dec 25, 2011",24 min. per ep.,13,"Action, Fantasy",670,2454,PG-13 - Teens 13 or older,7.27,Light novel,Finished Airing,Sunrise,Kyoukaisenjou no Horizon (Horizon in the Middle of Nowhere),TV
10457,"May 27, 2011 to Jan 27, 2012",30 min. per ep.,2,Hentai,4488,/A,Rx - Hentai,6.84,Visual novel,Finished Airing,PoRO,JK to Inkou Kyoushi 4,OVA
10458,"May 27, 2011 to Jun 24, 2011",30 min. per ep.,2,Hentai,4354,/A,Rx - Hentai,6.91,Visual novel,Finished Airing,"None found, add some",Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA
10459,"Apr 13, 2011 to Jun 22, 2011",1 min. per ep.,11,Comedy,8398,6933,G - All Ages,5.97,4-koma manga,Finished Airing,DLE,Puu-Neko,TV
10460,"Oct 4, 2011 to Dec 27, 2011",24 min. per ep.,13,"Comedy, Drama, Romance, School, Shounen, Slice of Life",713,802,PG-13 - Teens 13 or older,7.83,Manga,Finished Airing,J.C.Staff,Kimi to Boku. (You and Me.),TV
10463,"Sep 27, 1991",1 hr.,1,"Action, Sci-Fi",7989,7336,PG-13 - Teens 13 or older,5.73,Unknown,Finished Airing,"None found, add some",Exper Zenon,Movie
10464,"Oct 13, 2012 to Dec 15, 2012",24 min. per ep.,10,"Harem, Comedy, Parody, School",1403,1736,PG-13 - Teens 13 or older,7.46,Light novel,Finished Airing,AIC,Seitokai no Ichizon Lv.2 (Student Council&#039;s Discretion Level 2),ONA
10465,"Jul 11, 2011 to Sep 26, 2011",24 min. per ep.,12,"Action, Ecchi, Comedy, Samurai, Seinen",1616,5992,R+ - Mild Nudity,6.33,Manga,Finished Airing,Hoods Entertainment,Manyuu Hikenchou,TV
10466,"Jan 24, 1991",50 min.,1,"Action, Military, Drama, Seinen",9831,7189,R+ - Mild Nudity,5.82,Unknown,Finished Airing,"None found, add some",Phantom Yuusha Densetsu,OVA
10469,"Jan 31, 2012",24 min.,1,"Mystery, Comedy, Parody",3145,1262,R - 17+ (violence & profanity),7.61,Manga,Finished Airing,Shaft,Sayonara Zetsubou Sensei Special,Special
10470,"Sep 28, 2009",12 min.,1,"Action, Military, Sci-Fi, Fantasy",2174,4170,R - 17+ (violence & profanity),6.8,Game,Finished Airing,ufotable,God Eater Prologue,Special
10471,"Jun, 1997",23 min. per ep.,3,"Adventure, Drama",7536,1011,PG - Children,7.73,Unknown,Finished Airing,Nippon Animation,Ie Naki Ko Remi Specials,Special
10477,"Mar 15, 2011",5 min.,1,"Comedy, Sci-Fi",3352,6240,PG-13 - Teens 13 or older,6.25,Unknown,Finished Airing,DLE,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,Special
10479,"Jun 29, 2011 to Sep 26, 2012",2 min. per ep.,16,"Action, Comedy, Supernatural, Demons, School, Shounen",3084,1754,PG-13 - Teens 13 or older,7.45,Original,Finished Airing,"Studio Pierrot,       Pierrot Plus",Beelzebub Specials,Special
10481,"Dec 1, 1991",45 min.,1,"Drama, Mystery, Romance, Shoujo, Slice of Life",9334,6252,PG-13 - Teens 13 or older,6.25,Unknown,Finished Airing,"None found, add some",Otohime Connection (Princess Connection),OVA
10483,"Apr 6, 2011",26 min.,1,"Action, Historical, Samurai",4190,1827,PG-13 - Teens 13 or older,7.44,Unknown,Finished Airing,Production I.G,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Special
10488,"Jun 24, 2011 to Aug 5, 2011",17 min. per ep.,2,"Harem, Hentai",4491,/A,Rx - Hentai,7.0,Manga,Finished Airing,"None found, add some",Shocking Pink!,OVA
10490,"Jul 8, 2011 to Sep 30, 2011",23 min. per ep.,12,"Action, Horror, School, Supernatural, Vampire",462,4471,R - 17+ (violence & profanity),6.73,Manga,Finished Airing,Production I.G,Blood-C,TV
10491,"Jul 21, 2011 to Jan 25, 2012",29 min. per ep.,4,"Mystery, Parody",1267,5088,R - 17+ (violence & profanity),6.58,Original,Finished Airing,Studio Deen,Higurashi no Naku Koro ni Kira,OVA
10495,"Jul 5, 2011 to Sep 20, 2011",23 min. per ep.,12,"Comedy, School, Shoujo Ai, Slice of Life",356,1107,PG-13 - Teens 13 or older,7.69,Manga,Finished Airing,Doga Kobo,Yuru Yuri (YuruYuri: Happy Go Lily),TV
10497,"Mar 25, 2011 to Sep 24, 2012",5 min. per ep.,4,"Comedy, Historical, Parody",2628,764,PG-13 - Teens 13 or older,7.85,Web manga,Finished Airing,Studio Deen,Hetalia World Series Specials (Hetalia World Series Extra Episodes),Special
10500,"Mar 5, 2011",24 min.,1,"Drama, Historical",2891,1094,G - All Ages,7.69,Unknown,Finished Airing,Telecom Animation Film,Ojiisan no Lamp,Movie
10501,"Mar 5, 2011",24 min.,1,"Comedy, Supernatural",4757,6634,PG - Children,6.1,Original,Finished Airing,P.A. Works,Bannou Yasai Ninninman,Movie
10502,"Mar 5, 2011",23 min.,1,"Slice of Life, Comedy, Supernatural",4570,3843,G - All Ages,6.89,Unknown,Finished Airing,Production I.G,Tansu Warashi.,Movie
10504,"Mar 26, 2011",24 min.,1,"Historical, Mystery, Shounen",3283,3042,R - 17+ (violence & profanity),7.11,Light novel,Finished Airing,Bones,Gosick Recap,Special
10506,"Mar 26, 2011 to ?",Unknown,Unknown,Comedy,10096,10777,None,6.50,Original,Currently Airing,Kachidoki Studio,Shiawase Haitatsu Taneko,TV
10507,"May 4, 2011 to Apr 11, 2012",24 min. per ep.,47,"Shounen, Sports, Super Power",2198,2450,G - All Ages,7.27,Game,Finished Airing,OLM,Inazuma Eleven Go,TV
10509,"Apr 2, 1987",1 hr. 5 min.,1,Kids,10735,9385,G - All Ages,6.47,Unknown,Finished Airing,Madhouse,Hoero! Bun Bun (Movie),Movie
10511,"Jun 17, 2009 to Jun 25, 2009",5 min. per ep.,6,"Slice of Life, Historical",8109,7589,G - All Ages,5.55,Original,Finished Airing,P.A. Works,Toyama Kankou Anime Project (Toyama Tourism Anime Project),Special
10513,"Apr 23, 2011 to Sep 15, 2011",1 min. per ep.,13,Comedy,6284,3776,PG-13 - Teens 13 or older,6.91,Original,Finished Airing,Kanaban Graphics,Usavich IV,TV
10516,"Mar 29, 2011",5 min.,1,"Magic, Supernatural, Drama",5453,4759,PG-13 - Teens 13 or older,6.66,Unknown,Finished Airing,"None found, add some",Anemone,OVA
10519,"Apr 1, 2011",1 min.,1,"Music, Parody",2754,6993,PG-13 - Teens 13 or older,5.93,Unknown,Finished Airing,"None found, add some",Mahou Shoujo Sonico\xe2\x98\x85Magica (Puella Magi Sonico Magica),ONA
10520,2005,4 min.,1,"Comedy, Parody",6835,7260,PG - Children,5.78,Original,Finished Airing,Tatsunoko Production,Nurse Witch Komugi-chan Magikarte Z Special,Special
10521,"Oct 1, 2011 to Dec 24, 2011",24 min. per ep.,13,"Slice of Life, Comedy",471,574,PG-13 - Teens 13 or older,7.97,4-koma manga,Finished Airing,A-1 Pictures,Working&#039;!! (Wagnaria!!2),TV
10524,"Apr 2, 2011 to Mar 31, 2012",10 min. per ep.,52,"Action, Adventure, Comedy, Shounen",8055,6299,PG-13 - Teens 13 or older,6.23,Original,Finished Airing,"None found, add some",Duel Masters Victory,TV
10525,"Apr 10, 2006 to Mar 23, 2007",21 min. per ep.,24,"Comedy, Kids",9067,6860,G - All Ages,6.01,Original,Finished Airing,SynergySP,Shinseiki Duel Masters Flash,TV
10526,"Oct 6, 2007 to Mar 29, 2008",10 min. per ep.,25,"Action, Kids",7498,5980,G - All Ages,6.33,Original,Finished Airing,"None found, add some",Duel Masters Zero,TV
10527,"Apr 5, 2008 to Mar 27, 2010",10 min. per ep.,100,"Action, Adventure, Comedy, Shounen",7020,4805,PG-13 - Teens 13 or older,6.65,Original,Finished Airing,"None found, add some",Duel Masters Cross,TV
10528,"Apr 3, 2010 to Mar 26, 2011",10 min. per ep.,50,"Action, Adventure, Comedy, Shounen",7274,5629,PG-13 - Teens 13 or older,6.44,Original,Finished Airing,"None found, add some",Duel Masters Cross Shock,TV
10531,"Apr 16, 2011",25 min.,1,"Adventure, Police, Comedy, Mystery, Shounen",4021,1677,PG-13 - Teens 13 or older,7.47,Unknown,Finished Airing,"None found, add some",Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,OVA
10532,"Apr 1, 2011 to Apr 2, 2011",2 min. per ep.,2,Comedy,3236,4038,G - All Ages,6.84,4-koma manga,Finished Airing,A-1 Pictures,Working&#039;!! Announcement Specials,ONA
10533,"Apr 4, 2011 to Jun 27, 2011",4 min. per ep.,13,Comedy,9319,9024,PG-13 - Teens 13 or older,5.76,Unknown,Finished Airing,"None found, add some",Fujilog,TV
10534,"Mar 5, 2011",1 hr. 48 min.,1,"Adventure, Comedy, Fantasy, Kids, Shounen",6600,1027,PG - Children,7.73,Unknown,Finished Airing,Shin-Ei Animation,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie
10536,"Apr 20, 2011 to Sep 21, 2011",5 min. per ep.,3,"Comedy, Romance, Shoujo",1974,1936,PG-13 - Teens 13 or older,7.41,Unknown,Finished Airing,Production I.G,Kimi ni Todoke 2nd Season Specials,Special
10539,"Apr 13, 2011 to Sep 14, 2011",1 min. per ep.,22,Comedy,10129,9260,PG-13 - Teens 13 or older,3.68,Unknown,Finished Airing,DLE,Hato no Oyome-san,TV
10540,"Apr 13, 2011 to Sep 14, 2011",5 min. per ep.,22,Comedy,9875,9126,PG-13 - Teens 13 or older,5.47,Unknown,Finished Airing,DLE,Genki!! Ekoda-chan,TV
10541,"Apr 13, 2011 to Jun 22, 2011",3 min. per ep.,11,Comedy,9491,10879,PG-13 - Teens 13 or older,5.40,Unknown,Finished Airing,DLE,Shuukan Shimakou,TV
10545,"Mar 21, 2011",30 min.,1,"Action, Supernatural, Fantasy",5298,6918,R - 17+ (violence & profanity),5.98,Music,Finished Airing,AIC,The Epic Of ZektBach,OVA
10546,"Apr 29, 2011 to Jan 31, 2014",30 min. per ep.,4,Hentai,4901,/A,Rx - Hentai,6.67,Visual novel,Finished Airing,Seven,Rinkan Club,OVA
10547,"Jun 24, 2011",24 min.,1,"Drama, Ecchi, Fantasy, Harem, Romance",3374,5366,R+ - Mild Nudity,6.51,Visual novel,Finished Airing,Nomad,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,OVA
10549,"Nov 8, 2008",5 min.,1,"Action, Fantasy, Magic, Shoujo",6228,3574,G - All Ages,6.97,Original,Finished Airing,Toei Animation,Precure All Stars GoGo Dream Live!,Special
10552,"Apr 15, 2011",30 min.,1,Hentai,5887,/A,Rx - Hentai,5.81,Manga,Finished Airing,"None found, add some",Akebi no Hana: Maho,OVA
10553,"Apr 15, 2011",20 min.,1,Hentai,4761,/A,Rx - Hentai,6.31,Original,Finished Airing,"None found, add some",Betsu ni Anta no Tame ni Ookiku Nattan Janain Dakara ne!!,OVA
10554,"Dec 23, 1977 to Mar 26, 1979",46 min. per ep.,25,"Action, Drama, Sports",9104,4551,PG-13 - Teens 13 or older,6.72,Unknown,Finished Airing,Nippon Animation,Yakyuukyou no Uta,TV
10562,"Apr 2, 1976 to Sep 17, 1976",23 min. per ep.,21,"Action, Cars, Sports, Shounen",9487,5771,PG-13 - Teens 13 or older,6.39,Unknown,Finished Airing,Toei Animation,Machine Hayabusa,TV
10563,"Sep 15, 1979",1 hr. 28 min.,1,"Action, Sports, Drama",10767,11410,PG-13 - Teens 13 or older,6.36,Unknown,Finished Airing,Nippon Animation,Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Movie
10564,"Nov 21, 1990 to Nov 21, 1991",30 min. per ep.,3,"Action, Comedy, Seinen",11128,9822,R+ - Mild Nudity,5.90,Unknown,Finished Airing,"None found, add some",Korogashi Ryouta,OVA
10568,"Jul 2, 2011 to Sep 24, 2011",26 min. per ep.,12,Mystery,432,1118,R - 17+ (violence & profanity),7.68,Light novel,Finished Airing,J.C.Staff,Kamisama no Memochou (Heaven&#039;s Memo Pad),TV
10570,"Jun 24, 2011 to Nov 18, 2011",19 min. per ep.,3,Hentai,5196,/A,Rx - Hentai,6.23,Visual novel,Finished Airing,"None found, add some",Inshitsu Otaku ni Ikareru Kanojo,OVA
10572,"Jul 1, 2011 to Sep 23, 2011",24 min. per ep.,12,"Ecchi, Sports, Comedy, School",1244,3373,PG-13 - Teens 13 or older,7.03,Light novel,Finished Airing,"Barnum Studio,       Project No.9,       Studio Blanc",Ro-Kyu-Bu! (Ro-Kyu-Bu ~ Fast Break!),TV
10573,"Aug 26, 2011 to Oct 26, 2011",22 min. per ep.,4,"Shounen, Sports",3855,1096,PG-13 - Teens 13 or older,7.69,Unknown,Finished Airing,Production I.G,Prince of Tennis: Another Story II - Ano Toki no Bokura,OVA
10575,"Dec 6, 2013",18 min.,1,Hentai,6432,/A,Rx - Hentai,5.97,Original,Finished Airing,"None found, add some",Naisho no Wakana-san,OVA
10578,"Oct 1, 2011 to Dec 17, 2011",24 min. per ep.,12,"Action, Comedy, Ecchi, School, Supernatural",592,3974,R - 17+ (violence & profanity),6.85,Light novel,Finished Airing,Silver Link.,C\xc2\xb3 (C\xc2\xb3 - CubexCursedxCurious),TV
10581,1992,4 min.,1,"Action, Military, Sci-Fi, Space, Drama, Mecha",4760,6402,PG-13 - Teens 13 or older,6.2,Radio,Finished Airing,Sunrise,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,Special
10582,"Sep 7, 2011",21 min.,1,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",2133,4082,R+ - Mild Nudity,6.82,Unknown,Finished Airing,Diomedea,Astarotte no Omocha! EX (Astarotte&#039;s Toy EX),OVA
10584,"Apr 2, 2008",4 min.,1,"Music, Dementia",8127,8040,PG-13 - Teens 13 or older,5.12,Music,Finished Airing,"None found, add some",Mononoke Dance,Mu
10585,2004,2 min.,1,Music,9054,8346,PG-13 - Teens 13 or older,4.58,Unknown,Finished Airing,"None found, add some",Chuunen Punk,Mu
10586,"Dec 22, 2004",4 min.,1,Music,8775,8401,PG-13 - Teens 13 or older,4.28,Unknown,Finished Airing,"None found, add some",Cafe de Oni,Mu
10588,"Oct 7, 2011 to Mar 30, 2012",25 min. per ep.,25,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",417,1166,PG-13 - Teens 13 or older,7.66,Game,Finished Airing,AIC A.S.T.A.,Persona 4 the Animation,TV
10589,"Jul 30, 2011",1 hr. 42 min.,1,"Action, Adventure, Martial Arts, Super Power, Mystery, Shounen",805,1257,PG-13 - Teens 13 or older,7.62,Manga,Finished Airing,Studio Pierrot,Naruto: Shippuuden Movie 5 - Blood Prison,Movie
10590,"Jun 24, 2011 to Sep 30, 2011",30 min. per ep.,2,"Harem, Hentai",4436,/A,Rx - Hentai,6.79,Visual novel,Finished Airing,PoRO,Reunion,OVA
10592,"Nov 19, 2011",1 hr. 36 min.,1,"Action, Adventure, Sci-Fi, Shounen, Super Power",4973,3087,PG-13 - Teens 13 or older,7.1,Unknown,Finished Airing,Sunrise,Scryed Alteration I: Tao,Movie
10594,1988,49 min. per ep.,2,"Comedy, Fantasy, Romance, Shoujo, Vampire",9558,5375,PG-13 - Teens 13 or older,6.51,Unknown,Finished Airing,"None found, add some",Tokimeki Tonight Recaps,Special
10595,"Aug 26, 2011 to Oct 21, 2011",29 min. per ep.,3,"Romance, School",6613,5344,None,6.52,Game,Finished Airing,Nomad,VitaminX Addiction,OVA
10602,"May 14, 2011",45 min.,1,Historical,10754,9264,None,4.17,Unknown,Finished Airing,"None found, add some",Hayabusa: Back to the Earth - Kikan,Movie
10603,2009,42 min.,1,Historical,10653,9263,None,5.75,Unknown,Finished Airing,"None found, add some",Hayabusa: Back to the Earth,Movie
10604,"Dec 21, 2011",24 min.,1,"Action, Comedy, Mystery, Romance",1628,3595,PG-13 - Teens 13 or older,6.96,Light novel,Finished Airing,J.C.Staff,Hidan no Aria Special (Aria the Scarlet Ammo Special),Special
10607,"Oct 19, 1999 to Mar 21, 2000",25 min. per ep.,24,Comedy,9943,10620,None,6.64,Manga,Finished Airing,Studio Pierrot,Rerere no Tensai Bakabon,TV
10611,"Jul 10, 2011 to Sep 25, 2011",24 min. per ep.,12,"Comedy, Ecchi, Harem, Romance, School",1116,4699,R+ - Mild Nudity,6.68,Light novel,Finished Airing,"AIC,       Remic",R-15,TV
10620,"Oct 9, 2011 to Apr 15, 2012",23 min. per ep.,26,"Action, Psychological, Supernatural, Thriller, Mystery, Shounen",9,526,R+ - Mild Nudity,8.01,Manga,Finished Airing,Asread,Mirai Nikki (TV) (The Future Diary),TV
10622,"Oct 25, 2007",12 min.,1,"Action, Adventure, Comedy, Mecha, Sci-Fi",2373,3736,PG-13 - Teens 13 or older,6.92,Original,Finished Airing,Gainax,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,OVA
10623,"Oct 6, 2000 to Jan 12, 2001",23 min. per ep.,13,Adventure,8891,4523,PG-13 - Teens 13 or older,6.72,Unknown,Finished Airing,"None found, add some",Hayan Ma-eum Baeggu,TV
10624,"Sep 3, 2011",1 hr. 4 min.,1,"Action, Psychological, Sci-Fi",1960,1611,R+ - Mild Nudity,7.49,Novel,Finished Airing,GoHands,Mardock Scramble: The Second Combustion,Movie
10627,"Jan 28, 2006",4 min.,1,"Sports, Comedy",9849,8177,G - All Ages,4.95,Unknown,Finished Airing,"None found, add some",Ski Jumping Pairs: Road to Torino 2006,Movie
10628,"Nov 17, 2010",31 min.,1,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",4109,1776,PG-13 - Teens 13 or older,7.45,Manga,Finished Airing,Shaft,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,OVA
10629,"Jun 6, 2011",1 hr. 27 min.,1,Adventure,5277,1667,G - All Ages,7.48,Unknown,Finished Airing,Madhouse,Tibet Inu Monogatari (The Tibetan Dog),Movie
10633,"Apr 13, 2011 to Sep 14, 2011",5 min. per ep.,22,Comedy,10853,10830,PG-13 - Teens 13 or older,5.17,Unknown,Finished Airing,DLE,Shiodome Cable TV,TV
10638,"Feb 8, 2012",29 min.,1,"Comedy, Sci-Fi, Seinen",1576,1989,PG-13 - Teens 13 or older,7.39,Light novel,Finished Airing,Shaft,Denpa Onna to Seishun Otoko Special,Special
10639,"Dec 21, 2010",1 min.,1,"Action, Fantasy",6486,8026,G - All Ages,5.13,Unknown,Finished Airing,"None found, add some",Deva Zan,Special
10643,"Mar 25, 2010",14 min.,1,"Action, Comedy, Parody, Samurai",2541,341,PG-13 - Teens 13 or older,8.17,Manga,Finished Airing,Sunrise,Gintama: Dai Hanseikai,Special
10647,"Jun 22, 2011 to Mar 21, 2012",1 min. per ep.,10,"Action, Fantasy, Supernatural, Shounen",1293,2586,PG-13 - Teens 13 or older,7.23,Unknown,Finished Airing,A-1 Pictures,Ao no Exorcist: Ura Ex,Special
10648,"Jun 10, 1994 to Aug 5, 1994",30 min. per ep.,2,"Action, Mecha, Sci-Fi, Shounen",9869,10009,PG-13 - Teens 13 or older,5.83,Unknown,Finished Airing,"None found, add some",Mars,OVA
10653,"Jul 20, 1986",49 min.,1,"Sci-Fi, Space",11134,10661,None,5.64,Unknown,Finished Airing,"None found, add some",Running Boy: Star Soldier no Himitsu,Movie
10659,"Jul 31, 2010",14 min.,1,"Action, Comedy, Martial Arts, Shounen, Super Power",1914,3081,PG-13 - Teens 13 or older,7.1,Original,Finished Airing,Studio Pierrot,Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Movie
10666,"Aug 19, 2009",3 min.,1,"Comedy, Sci-Fi",6578,5699,G - All Ages,6.41,Unknown,Finished Airing,"None found, add some",Fireball Special,Special
10668,"Dec 9, 2011 to Apr 20, 2012",30 min. per ep.,2,Hentai,3404,/A,Rx - Hentai,6.83,Visual novel,Finished Airing,"None found, add some",Imouto Paradise!,OVA
10671,"Jul 6, 2011 to Sep 28, 2011",3 min. per ep.,13,"Comedy, School, Slice of Life",2591,4948,PG-13 - Teens 13 or older,6.62,4-koma manga,Finished Airing,Seven,Morita-san wa Mukuchi.,TV
10674,2003,2 min.,1,Comedy,9000,7756,G - All Ages,5.42,Unknown,Finished Airing,"None found, add some",Omake (Pieces),Movie
10679,"Apr 28, 2011",1 min.,1,"Comedy, Music",5256,6891,PG - Children,5.99,Unknown,Finished Airing,"None found, add some",Maria\xe2\x80\xa0Holic: Run Run Riru Ran Ran Rara,Mu
10681,"Jun 2, 2012",1 hr. 50 min.,1,"Action, Horror, Supernatural, Vampire",1438,2212,R+ - Mild Nudity,7.33,Original,Finished Airing,Production I.G,Blood-C: The Last Dark,Movie
10683,"May 27, 2011 to Nov 30, 2012",30 min. per ep.,4,"Hentai, Supernatural, Magic",3651,/A,Rx - Hentai,7.24,Visual novel,Finished Airing,"None found, add some",Tentacle and Witches,OVA
10684,"Jul 2, 2011",46 min.,1,"Comedy, Fantasy, Kids",10980,10958,PG - Children,5.24,Unknown,Finished Airing,"None found, add some",Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,Movie
10685,"Jul 2, 2011",Unknown,1,"Comedy, Fantasy, Kids",10963,10965,PG - Children,5.53,Unknown,Finished Airing,"None found, add some",Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,Movie
10686,"Jul 30, 2011",14 min.,1,"Action, Adventure, Martial Arts, Shounen, Super Power",1686,2460,PG-13 - Teens 13 or older,7.27,Manga,Finished Airing,Studio Pierrot,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Movie
10687,"Jun 21, 2014",1 hr. 32 min.,1,"Sci-Fi, Adventure, Fantasy, Shounen",2949,4982,PG-13 - Teens 13 or older,6.61,Manga,Finished Airing,Toei Animation,Saint Seiya: Legend of Sanctuary,Movie
10688,"May 16, 2011",13 min.,1,Drama,7578,6554,PG-13 - Teens 13 or older,6.14,Original,Finished Airing,"None found, add some",Muybridge no Ito,Movie
10689,"Jun 13, 2011",1 hr. 24 min.,1,"Action, Mecha, Military, Sci-Fi, Police",5426,4672,R - 17+ (violence & profanity),6.68,Unknown,Finished Airing,Production I.G,Appleseed XIII Remix Movie 1: Yuigon,Movie
10690,"Jan 7, 2012",1 hr. 40 min.,1,"Adventure, Magic",4812,2896,PG - Children,7.15,Book,Finished Airing,"None found, add some",Magic Tree House,Movie
10691,"May 27, 2011",3 min.,1,Music,4708,6639,G - All Ages,6.1,Unknown,Finished Airing,Studio Deen,Downloader,Mu
10693,"Oct 24, 2011",1 hr. 24 min.,1,"Action, Mecha, Military, Sci-Fi, Police",5454,4883,R - 17+ (violence & profanity),6.64,Unknown,Finished Airing,Production I.G,Appleseed XIII Remix Movie 2: Yogen,Movie
10694,"Jul 29, 2011 to Nov 25, 2011",30 min. per ep.,2,Hentai,3531,/A,Rx - Hentai,7.07,Visual novel,Finished Airing,PoRO,Bloods: Inraku no Ketsuzoku 2,OVA
10695,"Jul 29, 2011 to Sep 30, 2011",30 min. per ep.,2,Hentai,4189,/A,Rx - Hentai,6.86,Visual novel,Finished Airing,"None found, add some",Yume Kui: Tsurumiku Shiki Game Seisaku,OVA
10697,"Jul 29, 2011 to Jan 27, 2012",19 min. per ep.,2,Hentai,4554,/A,Rx - Hentai,6.12,Visual novel,Finished Airing,Studio 9 MAiami,Asa kara Zusshiri Milk Pot,OVA
10701,1980,24 min.,1,"Action, Adventure, Space, Sci-Fi",9573,6837,G - All Ages,6.02,Unknown,Finished Airing,TMS Entertainment,Ulysses 31 Pilot,Special
10702,"Jul 26, 2011",1 hr. 33 min.,1,"Action, Fantasy, Martial Arts, Sci-Fi, Supernatural",2784,4306,PG-13 - Teens 13 or older,6.78,Game,Finished Airing,"None found, add some",Tekken: Blood Vengeance,Movie
10703,"May 30, 2011",25 min.,1,"Adventure, Police, Comedy, Mystery, Shounen",3823,1518,PG-13 - Teens 13 or older,7.52,Manga,Finished Airing,TMS Entertainment,Detective Conan OVA 11: A Secret Order from London,OVA
